A	Part of speech: adjective
A3G.NSM	Part of speech: adjective, 3rd declension pattern endings<br />Case: nominative<br />Number: singular<br />Gender: masculine
A3.GPF	Part of speech: adjective, 3rd declension pattern endings<br />Case: genitive<br />Number: plural<br />Gender: feminine
A3.GPM	Part of speech: adjective, 3rd declension pattern endings<br />Case: genitive<br />Number: plural<br />Gender: masculine
A3.GPN	Part of speech: adjective, 3rd declension pattern endings<br />Case: genitive<br />Number: plural<br />Gender: neuter
A3.GSF	Part of speech: adjective, 3rd declension pattern endings<br />Case: genitive<br />Number: singular<br />Gender: feminine
A3.GSM	Part of speech: adjective, 3rd declension pattern endings<br />Case: genitive<br />Number: singular<br />Gender: masculine
A3.GSN	Part of speech: adjective, 3rd declension pattern endings<br />Case: genitive<br />Number: singular<br />Gender: neuter
A3H.APF	Part of speech: adjective, 3rd declension pattern endings<br />Case: accusative<br />Number: plural<br />Gender: feminine
A3H.APM	Part of speech: adjective, 3rd declension pattern endings<br />Case: accusative<br />Number: plural<br />Gender: masculine
A3H.APN	Part of speech: adjective, 3rd declension pattern endings<br />Case: accusative<br />Number: plural<br />Gender: neuter
A3H.ASF	Part of speech: adjective, 3rd declension pattern endings<br />Case: accusative<br />Number: singular<br />Gender: feminine
A3H.ASM	Part of speech: adjective, 3rd declension pattern endings<br />Case: accusative<br />Number: singular<br />Gender: masculine
A3H.ASN	Part of speech: adjective, 3rd declension pattern endings<br />Case: accusative<br />Number: singular<br />Gender: neuter
A3H.DPM	Part of speech: adjective, 3rd declension pattern endings<br />Case: dative<br />Number: plural<br />Gender: masculine
A3H.DPN	Part of speech: adjective, 3rd declension pattern endings<br />Case: dative<br />Number: plural<br />Gender: neuter
A3H.DSF	Part of speech: adjective, 3rd declension pattern endings<br />Case: dative<br />Number: singular<br />Gender: feminine
A3H.DSM	Part of speech: adjective, 3rd declension pattern endings<br />Case: dative<br />Number: singular<br />Gender: masculine
A3H.GPF	Part of speech: adjective, 3rd declension pattern endings<br />Case: genitive<br />Number: plural<br />Gender: feminine
A3H.GPM	Part of speech: adjective, 3rd declension pattern endings<br />Case: genitive<br />Number: plural<br />Gender: masculine
A3H.GPN	Part of speech: adjective, 3rd declension pattern endings<br />Case: genitive<br />Number: plural<br />Gender: neuter
A3H.GSF	Part of speech: adjective, 3rd declension pattern endings<br />Case: genitive<br />Number: singular<br />Gender: feminine
A3H.GSM	Part of speech: adjective, 3rd declension pattern endings<br />Case: genitive<br />Number: singular<br />Gender: masculine
A3H.GSN	Part of speech: adjective, 3rd declension pattern endings<br />Case: genitive<br />Number: singular<br />Gender: neuter
A3H.NPF	Part of speech: adjective, 3rd declension pattern endings<br />Case: nominative<br />Number: plural<br />Gender: feminine
A3H.NPM	Part of speech: adjective, 3rd declension pattern endings<br />Case: nominative<br />Number: plural<br />Gender: masculine
A3H.NPMS	Part of speech: adjective, 3rd declension pattern endings<br />Case: nominative<br />Number: plural<br />Gender: masculine<br />Degree: superlative
A3H.NPN	Part of speech: adjective, 3rd declension pattern endings<br />Case: nominative<br />Number: plural<br />Gender: neuter
A3H.NSF	Part of speech: adjective, 3rd declension pattern endings<br />Case: nominative<br />Number: singular<br />Gender: feminine
A3H.NSM	Part of speech: adjective, 3rd declension pattern endings<br />Case: nominative<br />Number: singular<br />Gender: masculine
A3H.NSN	Part of speech: adjective, 3rd declension pattern endings<br />Case: nominative<br />Number: singular<br />Gender: neuter
A3H.VSMS	Part of speech: adjective, 3rd declension pattern endings<br />Case: vocative<br />Number: singular<br />Gender: masculine<br />Degree: superlative
A3L.APM	Part of speech: adjective, 3rd declension pattern endings<br />Case: accusative<br />Number: plural<br />Gender: masculine
A3L.APN	Part of speech: adjective, 3rd declension pattern endings<br />Case: accusative<br />Number: plural<br />Gender: neuter
A3L.ASM	Part of speech: adjective, 3rd declension pattern endings<br />Case: accusative<br />Number: singular<br />Gender: masculine
A3L.ASN	Part of speech: adjective, 3rd declension pattern endings<br />Case: accusative<br />Number: singular<br />Gender: neuter
A3L.GSM	Part of speech: adjective, 3rd declension pattern endings<br />Case: genitive<br />Number: singular<br />Gender: masculine
A3L.NSM	Part of speech: adjective, 3rd declension pattern endings<br />Case: nominative<br />Number: singular<br />Gender: masculine
A3L.NSN	Part of speech: adjective, 3rd declension pattern endings<br />Case: nominative<br />Number: singular<br />Gender: neuter
A3N.APM	Part of speech: adjective, 3rd declension pattern endings<br />Case: accusative<br />Number: plural<br />Gender: masculine
A3N.ASF	Part of speech: adjective, 3rd declension pattern endings<br />Case: accusative<br />Number: singular<br />Gender: feminine
A3N.ASM	Part of speech: adjective, 3rd declension pattern endings<br />Case: accusative<br />Number: singular<br />Gender: masculine
A3N.DPM	Part of speech: adjective, 3rd declension pattern endings<br />Case: dative<br />Number: plural<br />Gender: masculine
A3N.DSM	Part of speech: adjective, 3rd declension pattern endings<br />Case: dative<br />Number: singular<br />Gender: masculine
A3N.GPF	Part of speech: adjective, 3rd declension pattern endings<br />Case: genitive<br />Number: plural<br />Gender: feminine
A3N.GPM	Part of speech: adjective, 3rd declension pattern endings<br />Case: genitive<br />Number: plural<br />Gender: masculine
A3N.GSM	Part of speech: adjective, 3rd declension pattern endings<br />Case: genitive<br />Number: singular<br />Gender: masculine
A3.NMS	Part of speech: adjective, 3rd declension pattern endings<br />Case: nominative
A3N.NPM	Part of speech: adjective, 3rd declension pattern endings<br />Case: nominative<br />Number: plural<br />Gender: masculine
A3N.NPMS	Part of speech: adjective, 3rd declension pattern endings<br />Case: nominative<br />Number: plural<br />Gender: masculine<br />Degree: superlative
A3N.NPN	Part of speech: adjective, 3rd declension pattern endings<br />Case: nominative<br />Number: plural<br />Gender: neuter
A3N.NSF	Part of speech: adjective, 3rd declension pattern endings<br />Case: nominative<br />Number: singular<br />Gender: feminine
A3N.NSM	Part of speech: adjective, 3rd declension pattern endings<br />Case: nominative<br />Number: singular<br />Gender: masculine
A3N.NSMS	Part of speech: adjective, 3rd declension pattern endings<br />Case: nominative<br />Number: singular<br />Gender: masculine<br />Degree: superlative
A3N.NSN	Part of speech: adjective, 3rd declension pattern endings<br />Case: nominative<br />Number: singular<br />Gender: neuter
A3.NPF	Part of speech: adjective, 3rd declension pattern endings<br />Case: nominative<br />Number: plural<br />Gender: feminine
A3.NPM	Part of speech: adjective, 3rd declension pattern endings<br />Case: nominative<br />Number: plural<br />Gender: masculine
A3.NPN	Part of speech: adjective, 3rd declension pattern endings<br />Case: nominative<br />Number: plural<br />Gender: neuter
A3.NSF	Part of speech: adjective, 3rd declension pattern endings<br />Case: nominative<br />Number: singular<br />Gender: feminine
A3.NSM	Part of speech: adjective, 3rd declension pattern endings<br />Case: nominative<br />Number: singular<br />Gender: masculine
A3.NSMC	Part of speech: adjective, 3rd declension pattern endings<br />Case: nominative<br />Number: singular<br />Gender: masculine<br />Degree: comparative
A3.NSN	Part of speech: adjective, 3rd declension pattern endings<br />Case: nominative<br />Number: singular<br />Gender: neuter
A3P.ASN	Part of speech: adjective, 3rd declension pattern endings<br />Case: accusative<br />Number: singular<br />Gender: neuter
A3P.DPM	Part of speech: adjective, 3rd declension pattern endings<br />Case: dative<br />Number: plural<br />Gender: masculine
A3P.NSM	Part of speech: adjective, 3rd declension pattern endings<br />Case: nominative<br />Number: singular<br />Gender: masculine
A3P.NSN	Part of speech: adjective, 3rd declension pattern endings<br />Case: nominative<br />Number: singular<br />Gender: neuter
A3S.NSM	Part of speech: adjective, 3rd declension pattern endings<br />Case: nominative<br />Number: singular<br />Gender: masculine
A3U.APF	Part of speech: adjective, 3rd declension pattern endings<br />Case: accusative<br />Number: plural<br />Gender: feminine
A3U.APM	Part of speech: adjective, 3rd declension pattern endings<br />Case: accusative<br />Number: plural<br />Gender: masculine
A3U.APN	Part of speech: adjective, 3rd declension pattern endings<br />Case: accusative<br />Number: plural<br />Gender: neuter
A3U.ASF	Part of speech: adjective, 3rd declension pattern endings<br />Case: accusative<br />Number: singular<br />Gender: feminine
A3U.ASM	Part of speech: adjective, 3rd declension pattern endings<br />Case: accusative<br />Number: singular<br />Gender: masculine
A3U.ASN	Part of speech: adjective, 3rd declension pattern endings<br />Case: accusative<br />Number: singular<br />Gender: neuter
A3U.B	Part of speech: adjective, 3rd declension pattern endings
A3U.DPF	Part of speech: adjective, 3rd declension pattern endings<br />Case: dative<br />Number: plural<br />Gender: feminine
A3U.DPM	Part of speech: adjective, 3rd declension pattern endings<br />Case: dative<br />Number: plural<br />Gender: masculine
A3U.DSF	Part of speech: adjective, 3rd declension pattern endings<br />Case: dative<br />Number: singular<br />Gender: feminine
A3U.DSM	Part of speech: adjective, 3rd declension pattern endings<br />Case: dative<br />Number: singular<br />Gender: masculine
A3U.DSN	Part of speech: adjective, 3rd declension pattern endings<br />Case: dative<br />Number: singular<br />Gender: neuter
A3U.GPF	Part of speech: adjective, 3rd declension pattern endings<br />Case: genitive<br />Number: plural<br />Gender: feminine
A3U.GPM	Part of speech: adjective, 3rd declension pattern endings<br />Case: genitive<br />Number: plural<br />Gender: masculine
A3U.GSF	Part of speech: adjective, 3rd declension pattern endings<br />Case: genitive<br />Number: singular<br />Gender: feminine
A3U.GSM	Part of speech: adjective, 3rd declension pattern endings<br />Case: genitive<br />Number: singular<br />Gender: masculine
A3U.GSN	Part of speech: adjective, 3rd declension pattern endings<br />Case: genitive<br />Number: singular<br />Gender: neuter
A3U.NPF	Part of speech: adjective, 3rd declension pattern endings<br />Case: nominative<br />Number: plural<br />Gender: feminine
A3U.NPM	Part of speech: adjective, 3rd declension pattern endings<br />Case: nominative<br />Number: plural<br />Gender: masculine
A3U.NPN	Part of speech: adjective, 3rd declension pattern endings<br />Case: nominative<br />Number: plural<br />Gender: neuter
A3U.NPNC	Part of speech: adjective, 3rd declension pattern endings<br />Case: nominative<br />Number: plural<br />Gender: neuter<br />Degree: comparative
A3U.NSF	Part of speech: adjective, 3rd declension pattern endings<br />Case: nominative<br />Number: singular<br />Gender: feminine
A3U.NSM	Part of speech: adjective, 3rd declension pattern endings<br />Case: nominative<br />Number: singular<br />Gender: masculine
A3U.NSN	Part of speech: adjective, 3rd declension pattern endings<br />Case: nominative<br />Number: singular<br />Gender: neuter
A3U.NSNC	Part of speech: adjective, 3rd declension pattern endings<br />Case: nominative<br />Number: singular<br />Gender: neuter<br />Degree: comparative
A3.VPM	Part of speech: adjective, 3rd declension pattern endings<br />Case: vocative<br />Number: plural<br />Gender: masculine
A3.VSM	Part of speech: adjective, 3rd declension pattern endings<br />Case: vocative<br />Number: singular<br />Gender: masculine
A.APF	Part of speech: adjective<br />Case: accusative<br />Number: plural<br />Gender: feminine
A.APFC	Part of speech: adjective<br />Case: accusative<br />Number: plural<br />Gender: feminine<br />Degree: comparative
A.APM	Part of speech: adjective<br />Case: accusative<br />Number: plural<br />Gender: masculine
A.APMC	Part of speech: adjective<br />Case: accusative<br />Number: plural<br />Gender: masculine<br />Degree: comparative
A.APN	Part of speech: adjective<br />Case: accusative<br />Number: plural<br />Gender: neuter
A.APNC	Part of speech: adjective<br />Case: accusative<br />Number: plural<br />Gender: neuter<br />Degree: comparative
A.APNS	Part of speech: adjective<br />Case: accusative<br />Number: plural<br />Gender: neuter<br />Degree: superlative
A.ASF	Part of speech: adjective<br />Case: accusative<br />Number: singular<br />Gender: feminine
A.ASFC	Part of speech: adjective<br />Case: accusative<br />Number: singular<br />Gender: feminine<br />Degree: comparative
A.ASFS	Part of speech: adjective<br />Case: accusative<br />Number: singular<br />Gender: feminine<br />Degree: superlative
A.ASM	Part of speech: adjective<br />Case: accusative<br />Number: singular<br />Gender: masculine
A.ASMC	Part of speech: adjective<br />Case: accusative<br />Number: singular<br />Gender: masculine<br />Degree: comparative
A.ASN	Part of speech: adjective<br />Case: accusative<br />Number: singular<br />Gender: neuter
A.ASNC	Part of speech: adjective<br />Case: accusative<br />Number: singular<br />Gender: neuter<br />Degree: comparative
A.ASNS	Part of speech: adjective<br />Case: accusative<br />Number: singular<br />Gender: neuter<br />Degree: superlative
A.DPF	Part of speech: adjective<br />Case: dative<br />Number: plural<br />Gender: feminine
A.DPFC	Part of speech: adjective<br />Case: dative<br />Number: plural<br />Gender: feminine<br />Degree: comparative
A.DPM	Part of speech: adjective<br />Case: dative<br />Number: plural<br />Gender: masculine
A.DPMC	Part of speech: adjective<br />Case: dative<br />Number: plural<br />Gender: masculine<br />Degree: comparative
